,forecast_date,target,location,type,type_id,value
127,2022-11-07,2 wk flu hosp rate change,28,category,stable,0.0
128,2022-11-07,2 wk flu hosp rate change,28,category,increase,0.0
129,2022-11-07,2 wk flu hosp rate change,28,category,large_increase,1.0
130,2022-11-07,2 wk flu hosp rate change,29,category,large_decrease,0.0
131,2022-11-07,2 wk flu hosp rate change,29,category,decrease,0.0
132,2022-11-07,2 wk flu hosp rate change,29,category,stable,0.48644170795342123
133,2022-11-07,2 wk flu hosp rate change,29,category,increase,0.3689738805538687
134,2022-11-07,2 wk flu hosp rate change,29,category,large_increase,0.14458441149271006
135,2022-11-07,2 wk flu hosp rate change,30,category,large_decrease,0.0
136,2022-11-07,2 wk flu hosp rate change,30,category,decrease,0.0
137,2022-11-07,2 wk flu hosp rate change,30,category,stable,0.8797627385967429
138,2022-11-07,2 wk flu hosp rate change,30,category,increase,0.10337054551193314
139,2022-11-07,2 wk flu hosp rate change,30,category,large_increase,0.016866715891323936
140,2022-11-07,2 wk flu hosp rate change,31,category,large_decrease,0.0
141,2022-11-07,2 wk flu hosp rate change,31,category,decrease,0.0
142,2022-11-07,2 wk flu hosp rate change,31,category,stable,0.4506420290123987
143,2022-11-07,2 wk flu hosp rate change,31,category,increase,0.2124504846997619
144,2022-11-07,2 wk flu hosp rate change,31,category,large_increase,0.3369074862878394
145,2022-11-07,2 wk flu hosp rate change,32,category,large_decrease,0.0
146,2022-11-07,2 wk flu hosp rate change,32,category,decrease,0.018697856716433467
147,2022-11-07,2 wk flu hosp rate change,32,category,stable,0.7945217576100208
148,2022-11-07,2 wk flu hosp rate change,32,category,increase,0.13370346325703197
149,2022-11-07,2 wk flu hosp rate change,32,category,large_increase,0.05307692241651385
150,2022-11-07,2 wk flu hosp rate change,33,category,large_decrease,0.0
151,2022-11-07,2 wk flu hosp rate change,33,category,decrease,0.0
152,2022-11-07,2 wk flu hosp rate change,33,category,stable,0.7798250110664122
153,2022-11-07,2 wk flu hosp rate change,33,category,increase,0.18777087820005167
154,2022-11-07,2 wk flu hosp rate change,33,category,large_increase,0.03240411073353611
155,2022-11-07,2 wk flu hosp rate change,34,category,large_decrease,0.0
156,2022-11-07,2 wk flu hosp rate change,34,category,decrease,0.0
157,2022-11-07,2 wk flu hosp rate change,34,category,stable,0.3269060595442885
158,2022-11-07,2 wk flu hosp rate change,34,category,increase,0.24732849668023776
159,2022-11-07,2 wk flu hosp rate change,34,category,large_increase,0.42576544377547376
160,2022-11-07,2 wk flu hosp rate change,35,category,large_decrease,0.3679595086915208
161,2022-11-07,2 wk flu hosp rate change,35,category,decrease,0.22541377502803822
162,2022-11-07,2 wk flu hosp rate change,35,category,stable,0.27474022782795027
163,2022-11-07,2 wk flu hosp rate change,35,category,increase,0.06056640216682796
164,2022-11-07,2 wk flu hosp rate change,35,category,large_increase,0.07132008628566278
165,2022-11-07,2 wk flu hosp rate change,36,category,large_decrease,0.0
166,2022-11-07,2 wk flu hosp rate change,36,category,decrease,0.0
167,2022-11-07,2 wk flu hosp rate change,36,category,stable,0.28465168771016897
168,2022-11-07,2 wk flu hosp rate change,36,category,increase,0.37603291748801587
169,2022-11-07,2 wk flu hosp rate change,36,category,large_increase,0.33931539480181516
170,2022-11-07,2 wk flu hosp rate change,37,category,large_decrease,0.0
171,2022-11-07,2 wk flu hosp rate change,37,category,decrease,0.0
172,2022-11-07,2 wk flu hosp rate change,37,category,stable,0.13083062524248903
173,2022-11-07,2 wk flu hosp rate change,37,category,increase,0.1919387171391229
174,2022-11-07,2 wk flu hosp rate change,37,category,large_increase,0.6772306576183881
175,2022-11-07,2 wk flu hosp rate change,38,category,large_decrease,0.0
176,2022-11-07,2 wk flu hosp rate change,38,category,decrease,0.0
177,2022-11-07,2 wk flu hosp rate change,38,category,stable,0.8768332396553453
178,2022-11-07,2 wk flu hosp rate change,38,category,increase,0.10373405203298391
179,2022-11-07,2 wk flu hosp rate change,38,category,large_increase,0.019432708311670766
180,2022-11-07,2 wk flu hosp rate change,39,category,large_decrease,0.0
181,2022-11-07,2 wk flu hosp rate change,39,category,decrease,0.0
182,2022-11-07,2 wk flu hosp rate change,39,category,stable,0.18877619287185796
183,2022-11-07,2 wk flu hosp rate change,39,category,increase,0.29155733526207617
184,2022-11-07,2 wk flu hosp rate change,39,category,large_increase,0.5196664718660658
185,2022-11-07,2 wk flu hosp rate change,40,category,large_decrease,0.0
186,2022-11-07,2 wk flu hosp rate change,40,category,decrease,0.0
187,2022-11-07,2 wk flu hosp rate change,40,category,stable,0.0
188,2022-11-07,2 wk flu hosp rate change,40,category,increase,0.1351770837493311
189,2022-11-07,2 wk flu hosp rate change,40,category,large_increase,0.8648229162506689
190,2022-11-07,2 wk flu hosp rate change,41,category,large_decrease,0.0
191,2022-11-07,2 wk flu hosp rate change,41,category,decrease,0.0
192,2022-11-07,2 wk flu hosp rate change,41,category,stable,0.6841514160067672
193,2022-11-07,2 wk flu hosp rate change,41,category,increase,0.21559284142782364
194,2022-11-07,2 wk flu hosp rate change,41,category,large_increase,0.10025574256540914
195,2022-11-07,2 wk flu hosp rate change,42,category,large_decrease,0.0
196,2022-11-07,2 wk flu hosp rate change,42,category,decrease,0.0
197,2022-11-07,2 wk flu hosp rate change,42,category,stable,0.2282079539412347
198,2022-11-07,2 wk flu hosp rate change,42,category,increase,0.42005703936918304
199,2022-11-07,2 wk flu hosp rate change,42,category,large_increase,0.35173500668958224
200,2022-11-07,2 wk flu hosp rate change,44,category,large_decrease,0.0
201,2022-11-07,2 wk flu hosp rate change,44,category,decrease,0.0
202,2022-11-07,2 wk flu hosp rate change,44,category,stable,0.9801220840790248
203,2022-11-07,2 wk flu hosp rate change,44,category,increase,0.01987791592097521
204,2022-11-07,2 wk flu hosp rate change,44,category,large_increase,0.0
205,2022-11-07,2 wk flu hosp rate change,45,category,large_decrease,0.0
206,2022-11-07,2 wk flu hosp rate change,45,category,decrease,0.0
207,2022-11-07,2 wk flu hosp rate change,45,category,stable,0.0
208,2022-11-07,2 wk flu hosp rate change,45,category,increase,0.03358658234235237
209,2022-11-07,2 wk flu hosp rate change,45,category,large_increase,0.9664134176576477
210,2022-11-07,2 wk flu hosp rate change,46,category,large_decrease,0.0
211,2022-11-07,2 wk flu hosp rate change,46,category,decrease,0.0
212,2022-11-07,2 wk flu hosp rate change,46,category,stable,0.7334915221054061
213,2022-11-07,2 wk flu hosp rate change,46,category,increase,0.22196056932531372
214,2022-11-07,2 wk flu hosp rate change,46,category,large_increase,0.04454790856928015
215,2022-11-07,2 wk flu hosp rate change,47,category,large_decrease,0.0
216,2022-11-07,2 wk flu hosp rate change,47,category,decrease,0.0
217,2022-11-07,2 wk flu hosp rate change,47,category,stable,0.03246411842686882
218,2022-11-07,2 wk flu hosp rate change,47,category,increase,0.11990281259416384
219,2022-11-07,2 wk flu hosp rate change,47,category,large_increase,0.8476330689789673
220,2022-11-07,2 wk flu hosp rate change,48,category,large_decrease,0.0
221,2022-11-07,2 wk flu hosp rate change,48,category,decrease,0.043996620982101164
222,2022-11-07,2 wk flu hosp rate change,48,category,stable,0.34362259451876936
223,2022-11-07,2 wk flu hosp rate change,48,category,increase,0.21865802066189033
224,2022-11-07,2 wk flu hosp rate change,48,category,large_increase,0.39372276383723914
225,2022-11-07,2 wk flu hosp rate change,49,category,large_decrease,0.0
226,2022-11-07,2 wk flu hosp rate change,49,category,decrease,0.0
227,2022-11-07,2 wk flu hosp rate change,49,category,stable,0.8040241402906546
228,2022-11-07,2 wk flu hosp rate change,49,category,increase,0.15938876413903713
229,2022-11-07,2 wk flu hosp rate change,49,category,large_increase,0.03658709557030826
230,2022-11-07,2 wk flu hosp rate change,50,category,large_decrease,0.0
231,2022-11-07,2 wk flu hosp rate change,50,category,decrease,0.0
232,2022-11-07,2 wk flu hosp rate change,50,category,stable,0.9845095271975788
233,2022-11-07,2 wk flu hosp rate change,50,category,increase,0.015490472802421218
234,2022-11-07,2 wk flu hosp rate change,50,category,large_increase,0.0
235,2022-11-07,2 wk flu hosp rate change,51,category,large_decrease,0.0
236,2022-11-07,2 wk flu hosp rate change,51,category,decrease,0.0
237,2022-11-07,2 wk flu hosp rate change,51,category,stable,0.015619860373317085
238,2022-11-07,2 wk flu hosp rate change,51,category,increase,0.15620056229634963
239,2022-11-07,2 wk flu hosp rate change,51,category,large_increase,0.8281795773303333
240,2022-11-07,2 wk flu hosp rate change,53,category,large_decrease,0.0
241,2022-11-07,2 wk flu hosp rate change,53,category,decrease,0.0
242,2022-11-07,2 wk flu hosp rate change,53,category,stable,0.7818857731163386
243,2022-11-07,2 wk flu hosp rate change,53,category,increase,0.1584225741719708
244,2022-11-07,2 wk flu hosp rate change,53,category,large_increase,0.059691652711690635
245,2022-11-07,2 wk flu hosp rate change,54,category,large_decrease,0.0
246,2022-11-07,2 wk flu hosp rate change,54,category,decrease,0.0
247,2022-11-07,2 wk flu hosp rate change,54,category,stable,0.057721694192819584
248,2022-11-07,2 wk flu hosp rate change,54,category,increase,0.107068688299686
249,2022-11-07,2 wk flu hosp rate change,54,category,large_increase,0.8352096175074945
250,2022-11-07,2 wk flu hosp rate change,55,category,large_decrease,0.0
251,2022-11-07,2 wk flu hosp rate change,55,category,decrease,0.0
252,2022-11-07,2 wk flu hosp rate change,55,category,stable,0.6559500100532459
253,2022-11-07,2 wk flu hosp rate change,55,category,increase,0.263093760992712
254,2022-11-07,2 wk flu hosp rate change,55,category,large_increase,0.08095622895404209
255,2022-11-07,2 wk flu hosp rate change,56,category,large_decrease,0.0
256,2022-11-07,2 wk flu hosp rate change,56,category,decrease,0.0
257,2022-11-07,2 wk flu hosp rate change,56,category,stable,0.9848790821710013
258,2022-11-07,2 wk flu hosp rate change,56,category,increase,0.015120917828998715
259,2022-11-07,2 wk flu hosp rate change,56,category,large_increase,0.0
