,forecast_date,target,location,type,type_id,value
66,2022-11-21,2 wk flu hosp rate change,16,category,decrease,0.15720138535144168
67,2022-11-21,2 wk flu hosp rate change,16,category,stable,0.46912734811809575
68,2022-11-21,2 wk flu hosp rate change,16,category,increase,0.15253702189385643
69,2022-11-21,2 wk flu hosp rate change,16,category,large_increase,0.1981221741743272
70,2022-11-21,2 wk flu hosp rate change,17,category,large_decrease,0.0
71,2022-11-21,2 wk flu hosp rate change,17,category,decrease,0.02369637207498293
72,2022-11-21,2 wk flu hosp rate change,17,category,stable,0.68220279857436
73,2022-11-21,2 wk flu hosp rate change,17,category,increase,0.22558426897512474
74,2022-11-21,2 wk flu hosp rate change,17,category,large_increase,0.06851656037553233
75,2022-11-21,2 wk flu hosp rate change,18,category,large_decrease,0.0
76,2022-11-21,2 wk flu hosp rate change,18,category,decrease,0.045504355879327836
77,2022-11-21,2 wk flu hosp rate change,18,category,stable,0.5706594119466166
78,2022-11-21,2 wk flu hosp rate change,18,category,increase,0.2502527796792503
79,2022-11-21,2 wk flu hosp rate change,18,category,large_increase,0.1335834524948052
80,2022-11-21,2 wk flu hosp rate change,19,category,large_decrease,0.0
81,2022-11-21,2 wk flu hosp rate change,19,category,decrease,0.0
82,2022-11-21,2 wk flu hosp rate change,19,category,stable,0.70536946868579
83,2022-11-21,2 wk flu hosp rate change,19,category,increase,0.20659202096598062
84,2022-11-21,2 wk flu hosp rate change,19,category,large_increase,0.0880385103482294
85,2022-11-21,2 wk flu hosp rate change,20,category,large_decrease,0.0
86,2022-11-21,2 wk flu hosp rate change,20,category,decrease,0.022627072765756432
87,2022-11-21,2 wk flu hosp rate change,20,category,stable,0.6297058426697426
88,2022-11-21,2 wk flu hosp rate change,20,category,increase,0.23397473168332916
89,2022-11-21,2 wk flu hosp rate change,20,category,large_increase,0.11369235288117174
90,2022-11-21,2 wk flu hosp rate change,21,category,large_decrease,0.13781360044545515
91,2022-11-21,2 wk flu hosp rate change,21,category,decrease,0.18303359100232042
92,2022-11-21,2 wk flu hosp rate change,21,category,stable,0.3961159083848908
93,2022-11-21,2 wk flu hosp rate change,21,category,increase,0.12890839818770772
94,2022-11-21,2 wk flu hosp rate change,21,category,large_increase,0.1541285019796259
95,2022-11-21,2 wk flu hosp rate change,22,category,large_decrease,0.0
96,2022-11-21,2 wk flu hosp rate change,22,category,decrease,0.203943230249702
97,2022-11-21,2 wk flu hosp rate change,22,category,stable,0.7140376505082517
98,2022-11-21,2 wk flu hosp rate change,22,category,increase,0.07160451298220516
99,2022-11-21,2 wk flu hosp rate change,22,category,large_increase,0.010414606259841142
100,2022-11-21,2 wk flu hosp rate change,23,category,large_decrease,0.0
101,2022-11-21,2 wk flu hosp rate change,23,category,decrease,0.0
102,2022-11-21,2 wk flu hosp rate change,23,category,stable,1.0
103,2022-11-21,2 wk flu hosp rate change,23,category,increase,0.0
104,2022-11-21,2 wk flu hosp rate change,23,category,large_increase,0.0
105,2022-11-21,2 wk flu hosp rate change,24,category,large_decrease,0.09828164775500409
106,2022-11-21,2 wk flu hosp rate change,24,category,decrease,0.24322129363461775
107,2022-11-21,2 wk flu hosp rate change,24,category,stable,0.43888959990740967
108,2022-11-21,2 wk flu hosp rate change,24,category,increase,0.1088268963266068
109,2022-11-21,2 wk flu hosp rate change,24,category,large_increase,0.11078056237636169
110,2022-11-21,2 wk flu hosp rate change,25,category,large_decrease,0.0
111,2022-11-21,2 wk flu hosp rate change,25,category,decrease,0.0
112,2022-11-21,2 wk flu hosp rate change,25,category,stable,0.6312408282809067
113,2022-11-21,2 wk flu hosp rate change,25,category,increase,0.2742867027401814
114,2022-11-21,2 wk flu hosp rate change,25,category,large_increase,0.09447246897891193
115,2022-11-21,2 wk flu hosp rate change,26,category,large_decrease,0.0
116,2022-11-21,2 wk flu hosp rate change,26,category,decrease,0.0
117,2022-11-21,2 wk flu hosp rate change,26,category,stable,0.5686510763292357
118,2022-11-21,2 wk flu hosp rate change,26,category,increase,0.3202339289760421
119,2022-11-21,2 wk flu hosp rate change,26,category,large_increase,0.11111499469472219
120,2022-11-21,2 wk flu hosp rate change,27,category,large_decrease,0.15264041107401513
121,2022-11-21,2 wk flu hosp rate change,27,category,decrease,0.25693651966973274
122,2022-11-21,2 wk flu hosp rate change,27,category,stable,0.4290180057679058
123,2022-11-21,2 wk flu hosp rate change,27,category,increase,0.0898700075642771
124,2022-11-21,2 wk flu hosp rate change,27,category,large_increase,0.07153505592406928
125,2022-11-21,2 wk flu hosp rate change,28,category,large_decrease,0.5378541198432448
126,2022-11-21,2 wk flu hosp rate change,28,category,decrease,0.18938986418901393
127,2022-11-21,2 wk flu hosp rate change,28,category,stable,0.20156003952494184
128,2022-11-21,2 wk flu hosp rate change,28,category,increase,0.04021117641908345
129,2022-11-21,2 wk flu hosp rate change,28,category,large_increase,0.030984800023715953
130,2022-11-21,2 wk flu hosp rate change,29,category,large_decrease,0.0
131,2022-11-21,2 wk flu hosp rate change,29,category,decrease,0.039190662023555624
132,2022-11-21,2 wk flu hosp rate change,29,category,stable,0.5397433604052494
133,2022-11-21,2 wk flu hosp rate change,29,category,increase,0.24771623235712004
134,2022-11-21,2 wk flu hosp rate change,29,category,large_increase,0.17334974521407498
135,2022-11-21,2 wk flu hosp rate change,30,category,large_decrease,0.0
136,2022-11-21,2 wk flu hosp rate change,30,category,decrease,0.0
137,2022-11-21,2 wk flu hosp rate change,30,category,stable,0.919675372915838
138,2022-11-21,2 wk flu hosp rate change,30,category,increase,0.08032462708416199
139,2022-11-21,2 wk flu hosp rate change,30,category,large_increase,0.0
140,2022-11-21,2 wk flu hosp rate change,31,category,large_decrease,0.0
141,2022-11-21,2 wk flu hosp rate change,31,category,decrease,0.06938458344019752
142,2022-11-21,2 wk flu hosp rate change,31,category,stable,0.6383886970302813
143,2022-11-21,2 wk flu hosp rate change,31,category,increase,0.15865951198131645
144,2022-11-21,2 wk flu hosp rate change,31,category,large_increase,0.13356720754820472
145,2022-11-21,2 wk flu hosp rate change,32,category,large_decrease,0.08274978576245165
146,2022-11-21,2 wk flu hosp rate change,32,category,decrease,0.1301981530693699
147,2022-11-21,2 wk flu hosp rate change,32,category,stable,0.35353727301401466
148,2022-11-21,2 wk flu hosp rate change,32,category,increase,0.14886140630867228
149,2022-11-21,2 wk flu hosp rate change,32,category,large_increase,0.2846533818454915
150,2022-11-21,2 wk flu hosp rate change,33,category,large_decrease,0.0
151,2022-11-21,2 wk flu hosp rate change,33,category,decrease,0.0
152,2022-11-21,2 wk flu hosp rate change,33,category,stable,0.9786874937246628
153,2022-11-21,2 wk flu hosp rate change,33,category,increase,0.021312506275337206
154,2022-11-21,2 wk flu hosp rate change,33,category,large_increase,0.0
155,2022-11-21,2 wk flu hosp rate change,34,category,large_decrease,0.04227652763965712
156,2022-11-21,2 wk flu hosp rate change,34,category,decrease,0.1889671100073965
157,2022-11-21,2 wk flu hosp rate change,34,category,stable,0.49023132554591264
158,2022-11-21,2 wk flu hosp rate change,34,category,increase,0.13894338457358058
159,2022-11-21,2 wk flu hosp rate change,34,category,large_increase,0.1395816522334532
160,2022-11-21,2 wk flu hosp rate change,35,category,large_decrease,0.3990450902650127
161,2022-11-21,2 wk flu hosp rate change,35,category,decrease,0.1515007885300929
162,2022-11-21,2 wk flu hosp rate change,35,category,stable,0.2287366024662736
163,2022-11-21,2 wk flu hosp rate change,35,category,increase,0.0739847405532742
164,2022-11-21,2 wk flu hosp rate change,35,category,large_increase,0.14673277818534658
165,2022-11-21,2 wk flu hosp rate change,36,category,large_decrease,0.0
166,2022-11-21,2 wk flu hosp rate change,36,category,decrease,0.0
167,2022-11-21,2 wk flu hosp rate change,36,category,stable,0.4820623490035892
168,2022-11-21,2 wk flu hosp rate change,36,category,increase,0.432574898146084
169,2022-11-21,2 wk flu hosp rate change,36,category,large_increase,0.0853627528503268
170,2022-11-21,2 wk flu hosp rate change,37,category,large_decrease,0.04088158346090985
171,2022-11-21,2 wk flu hosp rate change,37,category,decrease,0.1947706259944742
172,2022-11-21,2 wk flu hosp rate change,37,category,stable,0.5255613533084864
173,2022-11-21,2 wk flu hosp rate change,37,category,increase,0.13587665209539912
174,2022-11-21,2 wk flu hosp rate change,37,category,large_increase,0.10290978514073046
175,2022-11-21,2 wk flu hosp rate change,38,category,large_decrease,0.0
176,2022-11-21,2 wk flu hosp rate change,38,category,decrease,0.0
177,2022-11-21,2 wk flu hosp rate change,38,category,stable,0.9731339471967448
178,2022-11-21,2 wk flu hosp rate change,38,category,increase,0.026866052803255158
179,2022-11-21,2 wk flu hosp rate change,38,category,large_increase,0.0
180,2022-11-21,2 wk flu hosp rate change,39,category,large_decrease,0.0
181,2022-11-21,2 wk flu hosp rate change,39,category,decrease,0.0874299543446643
182,2022-11-21,2 wk flu hosp rate change,39,category,stable,0.5367968558874229
183,2022-11-21,2 wk flu hosp rate change,39,category,increase,0.1982704497563006
184,2022-11-21,2 wk flu hosp rate change,39,category,large_increase,0.17750274001161226
185,2022-11-21,2 wk flu hosp rate change,40,category,large_decrease,0.0
186,2022-11-21,2 wk flu hosp rate change,40,category,decrease,0.05570693758489302
187,2022-11-21,2 wk flu hosp rate change,40,category,stable,0.5201330342737219
188,2022-11-21,2 wk flu hosp rate change,40,category,increase,0.23817489447555928
189,2022-11-21,2 wk flu hosp rate change,40,category,large_increase,0.1859851336658258
190,2022-11-21,2 wk flu hosp rate change,41,category,large_decrease,0.03612134165367368
191,2022-11-21,2 wk flu hosp rate change,41,category,decrease,0.14477871694613792
192,2022-11-21,2 wk flu hosp rate change,41,category,stable,0.4093091680977591
193,2022-11-21,2 wk flu hosp rate change,41,category,increase,0.15101302023149188
194,2022-11-21,2 wk flu hosp rate change,41,category,large_increase,0.2587777530709374
195,2022-11-21,2 wk flu hosp rate change,42,category,large_decrease,0.0
196,2022-11-21,2 wk flu hosp rate change,42,category,decrease,0.045790491498657555
197,2022-11-21,2 wk flu hosp rate change,42,category,stable,0.6507661919677739
198,2022-11-21,2 wk flu hosp rate change,42,category,increase,0.2158668796221288
199,2022-11-21,2 wk flu hosp rate change,42,category,large_increase,0.08757643691143979
200,2022-11-21,2 wk flu hosp rate change,44,category,large_decrease,0.0
201,2022-11-21,2 wk flu hosp rate change,44,category,decrease,0.0
202,2022-11-21,2 wk flu hosp rate change,44,category,stable,1.0
203,2022-11-21,2 wk flu hosp rate change,44,category,increase,0.0
204,2022-11-21,2 wk flu hosp rate change,44,category,large_increase,0.0
205,2022-11-21,2 wk flu hosp rate change,45,category,large_decrease,0.04874262303336224
206,2022-11-21,2 wk flu hosp rate change,45,category,decrease,0.26571864178919613
207,2022-11-21,2 wk flu hosp rate change,45,category,stable,0.5801189028584204
208,2022-11-21,2 wk flu hosp rate change,45,category,increase,0.0797586063912471
209,2022-11-21,2 wk flu hosp rate change,45,category,large_increase,0.0256612259277742
210,2022-11-21,2 wk flu hosp rate change,46,category,large_decrease,0.0
211,2022-11-21,2 wk flu hosp rate change,46,category,decrease,0.019309920935455808
212,2022-11-21,2 wk flu hosp rate change,46,category,stable,0.8662537277502116
213,2022-11-21,2 wk flu hosp rate change,46,category,increase,0.09490341806190694
214,2022-11-21,2 wk flu hosp rate change,46,category,large_increase,0.019532933252425666
215,2022-11-21,2 wk flu hosp rate change,47,category,large_decrease,0.024355817059953454
216,2022-11-21,2 wk flu hosp rate change,47,category,decrease,0.25065110790148465
217,2022-11-21,2 wk flu hosp rate change,47,category,stable,0.6543508635480495
218,2022-11-21,2 wk flu hosp rate change,47,category,increase,0.07064221149051242
219,2022-11-21,2 wk flu hosp rate change,47,category,large_increase,0.0
220,2022-11-21,2 wk flu hosp rate change,48,category,large_decrease,0.045611231801886656
221,2022-11-21,2 wk flu hosp rate change,48,category,decrease,0.19026474099305574
222,2022-11-21,2 wk flu hosp rate change,48,category,stable,0.5354794048644032
223,2022-11-21,2 wk flu hosp rate change,48,category,increase,0.13702265193512264
224,2022-11-21,2 wk flu hosp rate change,48,category,large_increase,0.09162197040553188
225,2022-11-21,2 wk flu hosp rate change,49,category,large_decrease,0.0
226,2022-11-21,2 wk flu hosp rate change,49,category,decrease,0.0
227,2022-11-21,2 wk flu hosp rate change,49,category,stable,0.9625692299898619
228,2022-11-21,2 wk flu hosp rate change,49,category,increase,0.03743077001013806
229,2022-11-21,2 wk flu hosp rate change,49,category,large_increase,0.0
230,2022-11-21,2 wk flu hosp rate change,50,category,large_decrease,0.0
231,2022-11-21,2 wk flu hosp rate change,50,category,decrease,0.0
232,2022-11-21,2 wk flu hosp rate change,50,category,stable,1.0
233,2022-11-21,2 wk flu hosp rate change,50,category,increase,0.0
234,2022-11-21,2 wk flu hosp rate change,50,category,large_increase,0.0
235,2022-11-21,2 wk flu hosp rate change,51,category,large_decrease,0.0
236,2022-11-21,2 wk flu hosp rate change,51,category,decrease,0.49782968648130577
237,2022-11-21,2 wk flu hosp rate change,51,category,stable,0.5021703135186942
238,2022-11-21,2 wk flu hosp rate change,51,category,increase,0.0
239,2022-11-21,2 wk flu hosp rate change,51,category,large_increase,0.0
240,2022-11-21,2 wk flu hosp rate change,53,category,large_decrease,0.08157673176793416
241,2022-11-21,2 wk flu hosp rate change,53,category,decrease,0.17267680938826957
242,2022-11-21,2 wk flu hosp rate change,53,category,stable,0.3685131006035068
243,2022-11-21,2 wk flu hosp rate change,53,category,increase,0.12833538663707078
244,2022-11-21,2 wk flu hosp rate change,53,category,large_increase,0.2488979716032187
245,2022-11-21,2 wk flu hosp rate change,54,category,large_decrease,0.19567904648035142
246,2022-11-21,2 wk flu hosp rate change,54,category,decrease,0.2298241677101223
247,2022-11-21,2 wk flu hosp rate change,54,category,stable,0.3996460715243753
248,2022-11-21,2 wk flu hosp rate change,54,category,increase,0.09481839515363044
249,2022-11-21,2 wk flu hosp rate change,54,category,large_increase,0.08003231913152054
250,2022-11-21,2 wk flu hosp rate change,55,category,large_decrease,0.0
251,2022-11-21,2 wk flu hosp rate change,55,category,decrease,0.013304332348541132
252,2022-11-21,2 wk flu hosp rate change,55,category,stable,0.5856826033668889
253,2022-11-21,2 wk flu hosp rate change,55,category,increase,0.23163903859741752
254,2022-11-21,2 wk flu hosp rate change,55,category,large_increase,0.16937402568715243
255,2022-11-21,2 wk flu hosp rate change,56,category,large_decrease,0.0
256,2022-11-21,2 wk flu hosp rate change,56,category,decrease,0.05928922287256955
257,2022-11-21,2 wk flu hosp rate change,56,category,stable,0.8977083688663788
258,2022-11-21,2 wk flu hosp rate change,56,category,increase,0.04300240826105162
259,2022-11-21,2 wk flu hosp rate change,56,category,large_increase,0.0
